BillNo_Automatic,Agr_Uni_Code,agr_name,agr_code,agr_no,Item_code,item_Short_name,itemname,Item_group_code,item_group_name,Bill_Date,challanno,issue_qty,recv_qty,irflag,billfr,billto,rate,broken_amt,frshop,froffice,brok_qty,brok_rate,miss_flag,cutcode,cutamt,cartcode,cartamt,narr,prnnarr,b1_rate,b1_qty,b1_amt,b1_narr,b2_rate,b2_qty,b2_amt,b2_narr,b3_rate,b3_qty,b3_amt,b3_narr,misc1,misc2,misc3,misc4,misc5,misc6,SNO,Contact_Prs_Ph,Transporter_Name,Gr_No,VehicleNo,Driver_Name,DL_No,Permit_no,Contact_Prs_Ph_No,Apx_weight,Apx_value,bill_Enter_Date,Trip_No,b4_rate,b4_qty,b4_amt,b4_narr,b5_rate,b5_qty,b5_amt,b5_narr,b6_rate,b6_qty,b6_amt,b6_narr,b7_rate,b7_qty,b7_amt,b7_narr,b8_rate,b8_qty,b8_amt,b8_narr,b9_rate,b9_qty,b9_amt,b9_narr,b10_rate,b10_qty,b10_amt,b10_narr,Bill_Amt,rec_type,Tnx_type,UNIT_NAME,ItemType,Tax_Code,Tax_Name,Tax_Per,Tax_Amt,Dis_Per,Dis_Amt,Gross_Amt,Tot_Qty,B_Add_Off_Site,B_HSN_Code,B_GST_Type,B_State_Code,B_Tax_YN,B_IGST_Per,B_IGST_Amt,B_SGST_Per,B_SGST_Amt,B_CGST_Per,B_CGST_Amt,B_Reverse_Charge,B_Electronic_Ref_No,B_REF_2,Weight_Per_pcs,Tot_Weight_of_pcs,Manual_BillNo,ORDNO,ORD_DATE,Trx_CODE,Trx_Name,PKG,C_FORM,NET_AMT,tot_amt,Transporter_Code,Fraight,remark,site_add,TODO,AMT_IN_WOR,DUEDATE,ROUNDOFF,station_Name,Qty_Kg,Tot_Kg
224,308,GULERMAK- TPL PUNE METRO JOINT VENTURE,GULERMAK3,OH,68,sHORT NAME,U HEAD JACK,22,U JACK,01/03/2024,199,0,850,R,,,10,,0,850,,,,MISC A/C,0,CARTAGE A/C,87149,,,0,0,0, ,0,0,0, ,0,0,0, ,,,,,,,5,,,,,,,,,,,16-Mar-24,1,0,0,0, ,0,0,0, ,0,0,0, ,0,0,0, ,0,0,0, ,0,0,0, ,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,266,SUPERIOR GLASS,SUPERIOR,OH,12,sHORT NAME,LEDGER 1.0 METER,5,LEDGER,13/04/2023,2,0,10,R,,,0,,0,10,,,,MISC A/C,0,CARTAGE A/C,0,,,0,0,0, ,0,0,0, ,0,0,0, ,,,,,,,2,,,,,,,,,,,02-May-23,1,0,0,0, ,0,0,0, ,0,0,0, ,0,0,0, ,0,0,0, ,0,0,0, ,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,266,SUPERIOR GLASS,SUPERIOR,OH,11,sHORT NAME,LEDGER 1.2 METER,5,LEDGER,13/04/2023,2,0,35,R,,,10,,0,35,,,,MISC A/C,0,CARTAGE A/C,0,,,0,0,0, ,0,0,0, ,0,0,0, ,,,,,,,3,,,,,,,,,,,02-May-23,1,0,0,0, ,0,0,0, ,0,0,0, ,0,0,0, ,0,0,0, ,0,0,0, ,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,266,SUPERIOR GLASS,SUPERIOR,OH,10,sHORT NAME,LEDGER 1.5 METER,5,LEDGER,13/04/2023,2,0,36,R,,,250,,0,36,,,,MISC A/C,0,CARTAGE A/C,0,,,0,0,0, ,0,0,0, ,0,0,0, ,,,,,,,4,,,,,,,,,,,02-May-23,1,0,0,0, ,0,0,0, ,0,0,0, ,0,0,0, ,0,0,0, ,0,0,0, ,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,266,SUPERIOR GLASS,SUPERIOR,OH,43,sHORT NAME,SPIGOT [JOINT] PIN,15,SPYGOT,13/04/2023,2,0,84,R,,,0,,0,84,,,,MISC A/C,0,CARTAGE A/C,0,,,0,0,0, ,0,0,0, ,0,0,0, ,,,,,,,5,,,,,,,,,,,02-May-23,1,0,0,0, ,0,0,0, ,0,0,0, ,0,0,0, ,0,0,0, ,0,0,0, ,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,302,MAA BAGLA MUKHI MANDIR,MAABAGLAMUKHI,OH,45,sHORT NAME,STANDARD 1.5 METER,16,STANDARD,07/04/2023,2,460,0,I,,,10,,0,460,,,,MISC A/C,0,CARTAGE A/C,4000,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,01-May-23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,997313,SGST-CGST,06        ,N,0,0,9,0,9,0,NO,NO,B_REF_2,,,,,,,,,,,,,,,,,,,,,,
2,266,SUPERIOR GLASS,SUPERIOR,OH,47,sHORT NAME,STANDARD 2.5 METER,16,STANDARD,13/04/2023,2,0,34,R,,,10,,0,34,,,,MISC A/C,0,CARTAGE A/C,0,,,0,0,0, ,0,0,0, ,0,0,0, ,,,,,,,7,,,,,,,,,,,02-May-23,1,0,0,0, ,0,0,0, ,0,0,0, ,0,0,0, ,0,0,0, ,0,0,0, ,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,266,SUPERIOR GLASS,SUPERIOR,OH,50,sHORT NAME,STANDARD 3.0 METER,16,STANDARD,13/04/2023,2,0,2,R,,,10,,0,2,,,,MISC A/C,0,CARTAGE A/C,0,,,0,0,0, ,0,0,0, ,0,0,0, ,,,,,,,8,,,,,,,,,,,02-May-23,1,0,0,0, ,0,0,0, ,0,0,0, ,0,0,0, ,0,0,0, ,0,0,0, ,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,266,SUPERIOR GLASS,SUPERIOR,OH,70,sHORT NAME,WHEEL WITH STOPPER,22,U JACK,13/04/2023,2,0,6,R,,,1,,0,6,,,,MISC A/C,0,CARTAGE A/C,0,,,0,0,0, ,0,0,0, ,0,0,0, ,,,,,,,10,,,,,,,,,,,02-May-23,1,0,0,0, ,0,0,0, ,0,0,0, ,0,0,0, ,0,0,0, ,0,0,0, ,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,289,24 NO. SEC. 16 SATISH JI,24-16,OH,28,sHORT NAME,INNER 2.0 MTR PROP,12,PROPS,27/05/2023,20,200,0,I,,,0,,0,200,,,,MISC A/C,0,CARTAGE A/C,4000,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,01-Jun-23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,997313,SGST-CGST,06        ,N,0,0,9,0,9,0,NO,NO,B_REF_2,,,,,,,,,,,,,,,,,,,,,,
211,325,M/S GULERMAK - SAM INDIA SURAT METRO UG P1 JOINT VENTURE,SURAT,OH,1,sHORT NAME,BASE PLATE JACK,22,U JACK,01/03/2024,200,200,0,I,,,140,,0,200,,,,MISC A/C,0,CARTAGE A/C,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,01-Apr-24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,997313,IGST,24        ,N,18,0,0,0,0,0,NO,NO,B_REF_2,,,,,,,,,,,,,,,,,,,,,,
225,278,GULERMAK - TPL PUNE METRO JOINT VENTURE,GULERMAC,OH,1,sHORT NAME,BASE PLATE JACK,22,U JACK,01/03/2024,200,0,850,R,,,140,,0,850,,,,MISC A/C,0,CARTAGE A/C,11197,,,0,0,0, ,0,0,0, ,0,0,0, ,,,,,,,1,,,,,,,,,,,16-Mar-24,1,0,0,0, ,0,0,0, ,0,0,0, ,0,0,0, ,0,0,0, ,0,0,0, ,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,325,M/S GULERMAK - SAM INDIA SURAT METRO UG P1 JOINT VENTURE,SURAT,OH,12,sHORT NAME,LEDGER 1.0 METER,5,LEDGER,01/03/2024,200,500,0,I,,,0,,0,500,,,,MISC A/C,0,CARTAGE A/C,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,01-Apr-24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,997313,IGST,24        ,N,18,0,0,0,0,0,NO,NO,B_REF_2,,,,,,,,,,,,,,,,,,,,,,
211,325,M/S GULERMAK - SAM INDIA SURAT METRO UG P1 JOINT VENTURE,SURAT,OH,11,sHORT NAME,LEDGER 1.2 METER,5,LEDGER,01/03/2024,200,200,0,I,,,10,,0,200,,,,MISC A/C,0,CARTAGE A/C,0,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,01-Apr-24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,997313,IGST,24        ,N,18,0,0,0,0,0,NO,NO,B_REF_2,,,,,,,,,,,,,,,,,,,,,,
211,325,M/S GULERMAK - SAM INDIA SURAT METRO UG P1 JOINT VENTURE,SURAT,OH,10,sHORT NAME,LEDGER 1.5 METER,5,LEDGER,01/03/2024,200,200,0,I,,,250,,0,200,,,,MISC A/C,0,CARTAGE A/C,0,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,01-Apr-24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,997313,IGST,24        ,N,18,0,0,0,0,0,NO,NO,B_REF_2,,,,,,,,,,,,,,,,,,,,,,
225,278,GULERMAK - TPL PUNE METRO JOINT VENTURE,GULERMAC,OH,27,sHORT NAME,PIPE 6.0 METER,7,PIPE,01/03/2024,200,0,25,R,,,10,,0,25,,,,MISC A/C,0,CARTAGE A/C,11197,,,0,0,0, ,0,0,0, ,0,0,0, ,,,,,,,2,,,,,,,,,,,16-Mar-24,1,0,0,0, ,0,0,0, ,0,0,0, ,0,0,0, ,0,0,0, ,0,0,0, ,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,325,M/S GULERMAK - SAM INDIA SURAT METRO UG P1 JOINT VENTURE,SURAT,OH,32,sHORT NAME,PROP 2MX2M,12,PROPS,01/03/2024,200,35,0,I,,,10,,0,35,,,,MISC A/C,0,CARTAGE A/C,0,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,01-Apr-24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,997313,IGST,24        ,N,18,0,0,0,0,0,NO,NO,B_REF_2,,,,,,,,,,,,,,,,,,,,,,
211,325,M/S GULERMAK - SAM INDIA SURAT METRO UG P1 JOINT VENTURE,SURAT,OH,33,sHORT NAME,PROP 2MX3M,12,PROPS,01/03/2024,200,35,0,I,,,0,,0,35,,,,MISC A/C,0,CARTAGE A/C,0,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,01-Apr-24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,997313,IGST,24        ,N,18,0,0,0,0,0,NO,NO,B_REF_2,,,,,,,,,,,,,,,,,,,,,,
211,325,M/S GULERMAK - SAM INDIA SURAT METRO UG P1 JOINT VENTURE,SURAT,OH,43,sHORT NAME,SPIGOT [JOINT] PIN,15,SPYGOT,01/03/2024,200,200,0,I,,,0,,0,200,,,,MISC A/C,0,CARTAGE A/C,0,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,01-Apr-24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,997313,IGST,24        ,N,18,0,0,0,0,0,NO,NO,B_REF_2,,,,,,,,,,,,,,,,,,,,,,
225,278,GULERMAK - TPL PUNE METRO JOINT VENTURE,GULERMAC,OH,44,sHORT NAME,STANDARD 0.5 METER,16,STANDARD,01/03/2024,200,0,23,R,,,10,,0,23,,,,MISC A/C,0,CARTAGE A/C,11197,,,0,0,0, ,0,0,0, ,0,0,0, ,,,,,,,4,,,,,,,,,,,16-Mar-24,1,0,0,0, ,0,0,0, ,0,0,0, ,0,0,0, ,0,0,0, ,0,0,0, ,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,325,M/S GULERMAK - SAM INDIA SURAT METRO UG P1 JOINT VENTURE,SURAT,OH,46,sHORT NAME,STANDARD 1.0 METER,16,STANDARD,01/03/2024,200,200,0,I,,,10,,0,200,,,,MISC A/C,0,CARTAGE A/C,0,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,01-Apr-24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,997313,IGST,24        ,N,18,0,0,0,0,0,NO,NO,B_REF_2,,,,,,,,,,,,,,,,,,,,,,
225,278,GULERMAK - TPL PUNE METRO JOINT VENTURE,GULERMAC,OH,45,sHORT NAME,STANDARD 1.5 METER,16,STANDARD,01/03/2024,200,0,310,R,,,10,,0,310,,,,MISC A/C,0,CARTAGE A/C,11197,,,0,0,0, ,0,0,0, ,0,0,0, ,,,,,,,5,,,,,,,,,,,16-Mar-24,1,0,0,0, ,0,0,0, ,0,0,0, ,0,0,0, ,0,0,0, ,0,0,0, ,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,325,M/S GULERMAK - SAM INDIA SURAT METRO UG P1 JOINT VENTURE,SURAT,OH,47,sHORT NAME,STANDARD 2.5 METER,16,STANDARD,01/03/2024,200,200,0,I,,,10,,0,200,,,,MISC A/C,0,CARTAGE A/C,0,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,01-Apr-24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,997313,IGST,24        ,N,18,0,0,0,0,0,NO,NO,B_REF_2,,,,,,,,,,,,,,,,,,,,,,
211,325,M/S GULERMAK - SAM INDIA SURAT METRO UG P1 JOINT VENTURE,SURAT,OH,50,sHORT NAME,STANDARD 3.0 METER,16,STANDARD,01/03/2024,200,200,0,I,,,10,,0,200,,,,MISC A/C,0,CARTAGE A/C,0,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,01-Apr-24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,997313,IGST,24        ,N,18,0,0,0,0,0,NO,NO,B_REF_2,,,,,,,,,,,,,,,,,,,,,,
211,325,M/S GULERMAK - SAM INDIA SURAT METRO UG P1 JOINT VENTURE,SURAT,OH,68,sHORT NAME,U HEAD JACK,22,U JACK,01/03/2024,200,200,0,I,,,10,,0,200,,,,MISC A/C,0,CARTAGE A/C,0,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,01-Apr-24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,997313,IGST,24        ,N,18,0,0,0,0,0,NO,NO,B_REF_2,,,,,,,,,,,,,,,,,,,,,,
226,318,RCC ENTERPRISES,RCC,OH,17,sHORT NAME,CHANNEL,21,CHANNEL,14/03/2024,201,0,42,R,,,70,,0,42,,,,MISC A/C,0,CARTAGE A/C,0,,,0,0,0,  ,0,0,0,  ,0,0,0,  ,,,,,,,1,,,,,,,,,,,19-Mar-24,1,0,0,0,  ,0,0,0,  ,0,0,0,  ,0,0,0,  ,0,0,0,  ,0,0,0,  ,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,298,D-4 UDYOG NAGAR,UDYOG NAGAR,OH,29,sHORT NAME,INNER  3.0 MTR PROP,23,PROP 2*2,21/02/2024,201,1,0,I,,,10,,0,1,,,,MISC A/C,0,CARTAGE A/C,0,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,01-Mar-24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,997313,IGST,07        ,Y,18,0,0,0,0,0,NO,NO,B_REF_2,,,,,,,,,,,,,,,,,,,,,,
212,298,D-4 UDYOG NAGAR,UDYOG NAGAR,OH,30,sHORT NAME,INNER  4.0 MTR PROP,12,PROPS,21/02/2024,201,1,0,I,,,0,,0,1,,,,MISC A/C,0,CARTAGE A/C,0,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,01-Mar-24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,997313,IGST,07        ,Y,18,0,0,0,0,0,NO,NO,B_REF_2,,,,,,,,,,,,,,,,,,,,,,
226,318,RCC ENTERPRISES,RCC,OH,62,sHORT NAME,STEEL PLATE 3 X 2,19,STEEL PLATES,14/03/2024,201,0,11,R,,,10,,0,11,,,,MISC A/C,0,CARTAGE A/C,0,,,0,0,0,  ,0,0,0,  ,0,0,0,  ,,,,,,,2,,,,,,,,,,,19-Mar-24,1,0,0,0,  ,0,0,0,  ,0,0,0,  ,0,0,0,  ,0,0,0,  ,0,0,0,  ,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,318,RCC ENTERPRISES,RCC,OH,69,sHORT NAME,"U JACK- 24""",22,U JACK,14/03/2024,201,0,12,R,,,10,,0,12,,,,MISC A/C,0,CARTAGE A/C,0,,,0,0,0,  ,0,0,0,  ,0,0,0,  ,,,,,,,3,,,,,,,,,,,19-Mar-24,1,0,0,0,  ,0,0,0,  ,0,0,0,  ,0,0,0,  ,0,0,0,  ,0,0,0,  ,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,322,M/S BABA VISHWAKARMA SHUTTERING STORE,BABAVISHWAKARMA,OH,1,sHORT NAME,BASE PLATE JACK,22,U JACK,28/02/2024,202,65,0,I,,,140,,0,65,,,,MISC A/C,0,CARTAGE A/C,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,02-Mar-24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,997313,SGST-CGST,06        ,Y,0,0,9,0,9,0,NO,NO,B_REF_2,,,,,,,,,,,,,,,,,,,,,,
214,322,M/S BABA VISHWAKARMA SHUTTERING STORE,BABAVISHWAKARMA,OH,68,sHORT NAME,U HEAD JACK,22,U JACK,28/02/2024,202,70,0,I,,,10,,0,70,,,,MISC A/C,0,CARTAGE A/C,0,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,02-Mar-24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,997313,SGST-CGST,06        ,Y,0,0,9,0,9,0,NO,NO,B_REF_2,,,,,,,,,,,,,,,,,,,,,,
216,324,JAGDAMBA TIMBER,JAGDAMBA,OH,1,sHORT NAME,BASE PLATE JACK,22,U JACK,01/02/2024,203,4000,0,I,,,140,,0,4000,,,,MISC A/C,0,CARTAGE A/C,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,11-Mar-24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,997313,SGST-CGST,29        ,Y,0,0,9,0,9,0,NO,NO,B_REF_2,,,,,,,,,,,,,,,,,,,,,,
216,324,JAGDAMBA TIMBER,JAGDAMBA,OH,12,sHORT NAME,LEDGER 1.0 METER,5,LEDGER,01/02/2024,203,4000,0,I,,,0,,0,4000,,,,MISC A/C,0,CARTAGE A/C,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,11-Mar-24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,997313,SGST-CGST,29        ,Y,0,0,9,0,9,0,NO,NO,B_REF_2,,,,,,,,,,,,,,,,,,,,,,
216,324,JAGDAMBA TIMBER,JAGDAMBA,OH,11,sHORT NAME,LEDGER 1.2 METER,5,LEDGER,01/02/2024,203,4000,0,I,,,10,,0,4000,,,,MISC A/C,0,CARTAGE A/C,0,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,11-Mar-24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,997313,SGST-CGST,29        ,Y,0,0,9,0,9,0,NO,NO,B_REF_2,,,,,,,,,,,,,,,,,,,,,,
216,324,JAGDAMBA TIMBER,JAGDAMBA,OH,46,sHORT NAME,STANDARD 1.0 METER,16,STANDARD,01/02/2024,203,4000,0,I,,,10,,0,4000,,,,MISC A/C,0,CARTAGE A/C,0,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,11-Mar-24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,997313,SGST-CGST,29        ,Y,0,0,9,0,9,0,NO,NO,B_REF_2,,,,,,,,,,,,,,,,,,,,,,
216,324,JAGDAMBA TIMBER,JAGDAMBA,OH,48,sHORT NAME,STANDARD 2.0 METER,16,STANDARD,01/02/2024,203,1500,0,I,,,10,,0,1500,,,,MISC A/C,0,CARTAGE A/C,0,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,11-Mar-24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,997313,SGST-CGST,29        ,Y,0,0,9,0,9,0,NO,NO,B_REF_2,,,,,,,,,,,,,,,,,,,,,,
229,306,5 NO JHAJJAR,JHAJJAR,OH,17,sHORT NAME,CHANNEL,21,CHANNEL,02/03/2024,204,0,23,R,,,70,,0,23,,,,MISC A/C,0,CARTAGE A/C,8000,,,0,0,0,  ,0,0,0,  ,0,0,0,  ,,,,,,,1,,,,,,,,,,,02-Apr-24,1,0,0,0,  ,0,0,0,  ,0,0,0,  ,0,0,0,  ,0,0,0,  ,0,0,0,  ,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,306,5 NO JHAJJAR,JHAJJAR,OH,12,sHORT NAME,LEDGER 1.0 METER,5,LEDGER,02/03/2024,204,0,200,R,,,0,,0,200,,,,MISC A/C,0,CARTAGE A/C,8000,,,0,0,0,  ,0,0,0,  ,0,0,0,  ,,,,,,,2,,,,,,,,,,,02-Apr-24,1,0,0,0,  ,0,0,0,  ,0,0,0,  ,0,0,0,  ,0,0,0,  ,0,0,0,  ,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,306,5 NO JHAJJAR,JHAJJAR,OH,32,sHORT NAME,PROP 2MX2M,12,PROPS,02/03/2024,204,0,16,R,,,10,,0,16,,,,MISC A/C,0,CARTAGE A/C,8000,,,0,0,0,  ,0,0,0,  ,0,0,0,  ,,,,,,,3,,,,,,,,,,,02-Apr-24,1,0,0,0,  ,0,0,0,  ,0,0,0,  ,0,0,0,  ,0,0,0,  ,0,0,0,  ,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,306,5 NO JHAJJAR,JHAJJAR,OH,33,sHORT NAME,PROP 2MX3M,12,PROPS,02/03/2024,204,0,81,R,,,0,,0,81,,,,MISC A/C,0,CARTAGE A/C,8000,,,0,0,0,  ,0,0,0,  ,0,0,0,  ,,,,,,,4,,,,,,,,,,,02-Apr-24,1,0,0,0,  ,0,0,0,  ,0,0,0,  ,0,0,0,  ,0,0,0,  ,0,0,0,  ,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,306,5 NO JHAJJAR,JHAJJAR,OH,34,sHORT NAME,PROP 2MX4M,12,PROPS,02/03/2024,204,0,18,R,,,0,,0,18,,,,MISC A/C,0,CARTAGE A/C,8000,,,0,0,0,  ,0,0,0,  ,0,0,0,  ,,,,,,,5,,,,,,,,,,,02-Apr-24,1,0,0,0,  ,0,0,0,  ,0,0,0,  ,0,0,0,  ,0,0,0,  ,0,0,0,  ,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,324,JAGDAMBA TIMBER,JAGDAMBA,OH,43,sHORT NAME,SPIGOT [JOINT] PIN,15,SPYGOT,01/02/2024,204,7000,0,I,,,0,,0,7000,,,,MISC A/C,0,CARTAGE A/C,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,11-Mar-24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,997313,SGST-CGST,29        ,Y,0,0,9,0,9,0,NO,NO,B_REF_2,,,,,,,,,,,,,,,,,,,,,,
229,306,5 NO JHAJJAR,JHAJJAR,OH,60,sHORT NAME,STEEL PLATE 3 X 1,19,STEEL PLATES,02/03/2024,204,0,46,R,,,10,,0,46,,,,MISC A/C,0,CARTAGE A/C,8000,,,0,0,0,  ,0,0,0,  ,0,0,0,  ,,,,,,,6,,,,,,,,,,,02-Apr-24,1,0,0,0,  ,0,0,0,  ,0,0,0,  ,0,0,0,  ,0,0,0,  ,0,0,0,  ,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,306,5 NO JHAJJAR,JHAJJAR,OH,61,sHORT NAME,STEEL PLATE 3 X 1.5,19,STEEL PLATES,02/03/2024,204,0,57,R,,,10,,0,57,,,,MISC A/C,0,CARTAGE A/C,8000,,,0,0,0,  ,0,0,0,  ,0,0,0,  ,,,,,,,7,,,,,,,,,,,02-Apr-24,1,0,0,0,  ,0,0,0,  ,0,0,0,  ,0,0,0,  ,0,0,0,  ,0,0,0,  ,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,306,5 NO JHAJJAR,JHAJJAR,OH,62,sHORT NAME,STEEL PLATE 3 X 2,19,STEEL PLATES,02/03/2024,204,0,34,R,,,10,,0,34,,,,MISC A/C,0,CARTAGE A/C,8000,,,0,0,0,  ,0,0,0,  ,0,0,0,  ,,,,,,,8,,,,,,,,,,,02-Apr-24,1,0,0,0,  ,0,0,0,  ,0,0,0,  ,0,0,0,  ,0,0,0,  ,0,0,0,  ,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,306,5 NO JHAJJAR,JHAJJAR,OH,68,sHORT NAME,U HEAD JACK,22,U JACK,02/03/2024,204,0,200,R,,,10,,0,200,,,,MISC A/C,0,CARTAGE A/C,8000,,,0,0,0,  ,0,0,0,  ,0,0,0,  ,,,,,,,9,,,,,,,,,,,02-Apr-24,1,0,0,0,  ,0,0,0,  ,0,0,0,  ,0,0,0,  ,0,0,0,  ,0,0,0,  ,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,306,5 NO JHAJJAR,JHAJJAR,OH,31,sHORT NAME,OUTER 2.0 METER,12,PROPS,02/03/2024,205,0,15,R,,,10,,0,15,,,,MISC A/C,0,CARTAGE A/C,0,,,0,0,0, ,0,0,0, ,0,0,0, ,,,,,,,8,,,,,,,,,,,02-Apr-24,1,0,0,0, ,0,0,0, ,0,0,0, ,0,0,0, ,0,0,0, ,0,0,0, ,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
